Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
2019-12-20,20,20.3,19.81,19.81,976091
2019-12-23,19.81,20.16,19.67,20.02,639872
2019-12-27,20.16,20.88,20.1,20.6,632619
2019-12-30,20.66,21.42,20.44,21.38,999221
2020-01-02,21.86,24.24,21.68,24.24,2279639
2020-01-03,23.96,24.14,23.14,23.28,1517380
2020-01-07,23.74,24.58,23.68,24.22,1477786
2020-01-08,23.98,25.5,21.7,21.88,3412091
2020-01-09,22.3,22.74,21.44,22.44,1971931
2020-01-10,22.94,22.98,22.22,22.54,901070
2020-01-13,22.9,22.9,22.32,22.7,749645
2020-01-14,22.86,24.16,22.8,23.64,1609072
2020-01-15,23.7,23.92,23.2,23.58,619121
2020-01-16,23.7,23.72,22.7,23.1,984845
2020-01-17,22.9,23.2,22.42,22.68,600074
2020-01-20,22.9,22.9,21.52,21.64,1247202
2020-01-21,21.5,21.82,20.88,21.14,981897
2020-01-22,21.12,21.66,20.78,20.94,636518
2020-01-23,20.8,21.08,20.34,20.56,634891
2020-01-24,20.58,20.88,20.5,20.54,325458
2020-01-27,20.38,20.44,19.04,19.2,1133956
2020-01-28,19.36,20.14,18.6,20.14,1175591
2020-01-29,20.32,20.9,19.91,19.99,936354
2020-01-30,19.5,19.74,19.1,19.25,831301
2020-01-31,19.25,19.4,18.6,18.8,1188612
2020-02-03,18.8,19.86,17.55,19.71,1962088
2020-02-04,20.3,20.6,19.28,19.78,1314946
2020-02-05,19.71,19.96,19.24,19.24,723542
2020-02-06,19.27,19.49,18.55,18.89,736380
2020-02-07,18.95,19.07,18.47,18.79,808446
2020-02-10,19,19.06,18.12,18.2,554424
2020-02-11,18.38,18.54,17.91,18.35,686869
2020-02-12,18.56,19.1,18.37,18.84,940206
2020-02-13,18.68,18.8,17.96,18.02,1099243
2020-02-14,18.1,18.32,17.68,17.88,768587
2020-02-17,17.94,18.38,17.77,18.3,334137
2020-02-18,18.12,18.24,17.85,17.85,491705
2020-02-19,17.84,17.98,17.04,17.18,1830643
2020-02-20,17.1,17.16,16.01,16.01,1345616
2020-02-21,16,16.46,15.2,16.01,1237248
2020-02-24,15.5,15.77,14.74,14.75,1456556
2020-02-25,14.8,15.16,14.23,14.31,1209698
2020-02-26,14.01,14.63,13.73,14.3,1390378
2020-02-27,14.1,14.14,12.94,13.11,1612924
2020-02-28,12.44,14.98,12.11,13.53,3443956
2020-03-02,14.5,14.73,13.56,14.19,1733034
2020-03-03,14.55,15.35,14.25,15.15,2306907
2020-03-04,15.2,15.2,14.53,14.54,933222
2020-03-05,14.86,14.87,13.8,14.15,856891
2020-03-06,13.8,13.95,13.26,13.85,1091974
2020-03-09,12.8,13.21,12.16,12.5,1436022
2020-03-10,12.7,12.96,11.92,12.08,1271177
2020-03-11,12.18,12.35,10.81,10.85,1602381
2020-03-12,10.1,10.24,9.13,9.13,2265492
2020-03-13,9.74,10.75,9.41,10,2468884
2020-03-16,10,11.64,9.51,11.5,1966435
2020-03-17,12,14.3,11.72,13.98,3150873
2020-03-18,14,15,12.6,13.25,3674042
2020-03-19,13.3,14.15,13,14,1542094
2020-03-20,14.3,14.64,13.48,13.61,2285135
2020-03-23,12.65,12.98,12.19,12.5,1493743
2020-03-24,13.25,13.47,12.65,13,1034689
2020-03-25,13.5,13.59,12.39,12.84,961015
2020-03-26,12.65,12.99,12.45,12.85,635228
2020-03-27,12.97,13.25,12.6,12.75,1081957
2020-03-30,12.75,12.85,12.14,12.45,1045374
2020-03-31,12.5,12.76,12.1,12.44,1285295
2020-04-01,12,12.34,11.585,11.65,1444243
2020-04-02,11.8,12.03,11.535,12.03,1331175
2020-04-03,11.7,12.1,11.55,11.965,940862
2020-04-06,12.2,12.96,12.115,12.8,1381232
2020-04-07,13.21,13.495,12.545,12.55,1887916
2020-04-08,12.59,12.935,12.3,12.86,902313
2020-04-09,12.99,13.29,12.7,13.09,794437
2020-04-14,13.4,14.8,13.38,14.52,2487007
2020-04-15,15,15.185,13.61,13.81,2001599
2020-04-16,13.85,13.895,13.395,13.62,989017
2020-04-17,14.12,14.41,13.5,13.62,1160739
2020-04-20,13.64,13.7,13.125,13.3,764303
2020-04-21,13,13.18,12.33,12.52,1164072
2020-04-22,12.6,13.04,12.125,12.98,693750
2020-04-23,13.23,13.97,13.06,13.97,978015
2020-04-24,13.65,13.9,13.31,13.35,622649
2020-04-27,13.69,13.85,12.86,13.05,747545
2020-04-28,13.2,13.7,12.915,13.04,489844
2020-04-29,13.1,13.72,12.9,13.72,658101
